,T 01,T 02,T 03,T 04,T 05,T 06,T 07,T 08,T 09
29-jun-2021 02:46:00,3.68,2.75,3.87,3.15,5.34,3.64,4.66,4.27,4.27
29-jun-2021 02:47:00,3.30,2.39,3.53,2.80,4.96,3.27,4.31,3.95,3.87
29-jun-2021 02:48:00,2.92,2.07,3.16,2.48,4.63,2.91,3.93,3.61,3.55
29-jun-2021 02:49:00,2.64,1.80,2.85,2.16,4.34,2.68,3.66,3.30,3.25
29-jun-2021 02:50:00,2.93,2.30,3.01,2.51,4.42,3.06,3.87,3.60,3.33
29-jun-2021 02:51:00,2.98,2.49,2.95,2.55,4.84,4.09,4.38,4.27,3.44
29-jun-2021 02:52:00,3.10,2.72,3.02,2.68,5.33,4.70,4.77,4.74,3.59
29-jun-2021 02:53:00,3.27,2.93,3.14,2.85,5.69,5.14,5.12,5.15,3.77
29-jun-2021 02:54:00,4.07,3.74,3.81,3.52,5.97,5.03,5.31,5.15,4.30
29-jun-2021 02:55:00,5.10,4.91,4.99,4.77,6.23,5.23,5.71,5.57,5.14
29-jun-2021 02:56:00,5.55,5.40,5.50,5.31,6.49,5.67,6.09,6.00,5.58
29-jun-2021 02:57:00,5.51,5.31,5.43,5.22,6.71,6.25,6.39,6.38,5.54
29-jun-2021 02:58:00,5.51,5.32,5.42,5.23,7.04,6.66,6.66,6.71,5.61
29-jun-2021 02:59:00,5.56,5.37,5.45,5.28,7.33,6.98,6.91,7.01,5.74
29-jun-2021 03:00:00,5.97,5.72,5.80,5.59,7.42,6.60,6.92,6.70,6.08
29-jun-2021 03:01:00,6.72,6.58,6.63,6.44,7.66,6.81,7.24,7.14,6.81
29-jun-2021 03:02:00,5.65,5.34,5.80,5.51,7.10,5.94,6.61,6.35,6.13
29-jun-2021 03:03:00,5.26,4.51,5.38,4.78,6.76,5.32,6.17,5.86,5.73
29-jun-2021 03:04:00,4.86,3.90,5.00,4.23,6.36,4.77,5.77,5.40,5.35
29-jun-2021 03:05:00,4.49,3.47,4.64,3.83,6.01,4.36,5.38,5.00,4.95
29-jun-2021 03:06:00,4.10,3.09,4.29,3.47,5.64,3.98,4.99,4.62,4.65
29-jun-2021 03:07:00,3.70,2.73,3.90,3.14,5.29,3.60,4.63,4.26,4.23
29-jun-2021 03:08:00,3.33,2.41,3.54,2.79,4.95,3.25,4.28,3.93,3.89
29-jun-2021 03:09:00,2.93,2.08,3.17,2.46,4.65,2.93,3.96,3.60,3.51
29-jun-2021 03:10:00,2.58,1.73,2.80,2.12,4.30,2.60,3.57,3.24,3.22
29-jun-2021 03:11:00,2.95,2.28,2.98,2.45,4.33,3.08,3.85,3.62,3.26
29-jun-2021 03:12:00,2.94,2.45,2.89,2.50,4.87,4.14,4.41,4.40,3.39
29-jun-2021 03:13:00,3.08,2.69,2.97,2.62,5.37,4.76,4.83,4.85,3.56
29-jun-2021 03:14:00,3.26,2.91,3.11,2.81,5.76,5.21,5.19,5.32,3.74
29-jun-2021 03:15:00,4.10,3.72,3.79,3.50,5.97,5.02,5.35,5.14,4.34
29-jun-2021 03:16:00,5.14,4.94,5.02,4.80,6.31,5.26,5.75,5.63,5.18
29-jun-2021 03:17:00,5.63,5.48,5.55,5.36,6.53,5.73,6.18,6.02,5.61
29-jun-2021 03:18:00,5.56,5.34,5.45,5.24,6.82,6.35,6.46,6.47,5.60
29-jun-2021 03:19:00,5.91,5.70,5.79,5.55,7.06,6.20,6.57,6.47,6.02
29-jun-2021 03:20:00,6.54,6.40,6.45,6.28,7.39,6.58,6.98,6.92,6.60
29-jun-2021 03:21:00,7.02,6.90,6.93,6.79,7.78,7.04,7.38,7.37,7.05
29-jun-2021 03:22:00,7.44,7.34,7.36,7.24,8.11,7.46,7.79,7.74,7.48
29-jun-2021 03:23:00,7.84,7.72,7.76,7.62,8.44,7.83,8.14,8.08,7.87
29-jun-2021 03:24:00,8.21,8.10,8.13,8.00,8.80,8.21,8.48,8.47,8.23
29-jun-2021 03:25:00,8.57,8.48,8.50,8.38,9.14,8.57,8.86,8.83,8.59
29-jun-2021 03:26:00,8.92,8.83,8.87,8.75,9.47,8.92,9.18,9.17,8.93
29-jun-2021 03:27:00,9.27,9.18,9.22,9.10,9.80,9.26,9.53,9.49,9.30
29-jun-2021 03:28:00,9.63,9.53,9.57,9.45,10.13,9.61,9.85,9.84,9.62
29-jun-2021 03:29:00,9.96,9.86,9.89,9.79,10.44,9.94,10.17,10.15,9.94
29-jun-2021 03:30:00,10.30,10.20,10.23,10.14,10.76,10.28,10.49,10.49,10.29
29-jun-2021 03:31:00,10.62,10.53,10.55,10.46,11.04,10.59,10.80,10.80,10.60
29-jun-2021 03:32:00,10.94,10.84,10.87,10.77,11.35,10.90,11.09,11.09,10.92
29-jun-2021 03:33:00,11.23,11.14,11.17,11.07,11.59,11.18,11.38,11.37,11.21
29-jun-2021 03:34:00,11.52,11.43,11.45,11.36,11.86,11.48,11.66,11.65,11.50
29-jun-2021 03:35:00,11.79,11.69,11.73,11.63,12.10,11.75,11.93,11.91,11.75
29-jun-2021 03:36:00,12.04,11.96,11.99,11.89,12.34,12.01,12.19,12.15,12.03
29-jun-2021 03:37:00,12.33,12.23,12.27,12.18,12.63,12.28,12.45,12.44,12.30
29-jun-2021 03:38:00,12.58,12.49,12.53,12.44,12.87,12.55,12.72,12.69,12.56
29-jun-2021 03:39:00,12.25,12.05,12.40,12.24,12.78,12.27,12.57,12.49,12.46
29-jun-2021 03:40:00,11.33,11.21,11.48,11.37,12.19,11.47,11.93,11.84,11.68
29-jun-2021 03:41:00,10.67,10.39,10.83,10.58,11.71,10.78,11.34,11.20,11.08
29-jun-2021 03:42:00,10.04,9.59,10.18,9.78,11.26,10.11,10.83,10.58,10.49
29-jun-2021 03:43:00,9.49,8.78,9.63,9.00,10.77,9.45,10.29,9.99,9.95
29-jun-2021 03:44:00,9.00,8.11,9.15,8.36,10.34,8.94,9.81,9.47,9.49
29-jun-2021 03:45:00,8.50,7.47,8.69,7.79,9.87,8.41,9.34,8.96,9.03
29-jun-2021 03:46:00,8.02,6.89,8.21,7.27,9.45,7.88,8.86,8.46,8.57
29-jun-2021 03:47:00,7.56,6.34,7.76,6.78,9.01,7.37,8.41,7.99,8.11
29-jun-2021 03:48:00,7.09,5.86,7.33,6.34,8.55,6.86,7.94,7.53,7.64
29-jun-2021 03:49:00,6.61,5.40,6.85,5.89,8.11,6.40,7.48,7.06,7.15
29-jun-2021 03:50:00,6.15,5.02,6.39,5.48,7.69,5.95,7.04,6.61,6.70
29-jun-2021 03:51:00,5.69,4.61,5.97,5.07,7.32,5.52,6.61,6.21,6.29
29-jun-2021 03:52:00,5.30,4.23,5.55,4.69,6.93,5.14,6.22,5.86,5.84
29-jun-2021 03:53:00,4.91,3.91,5.19,4.35,6.51,4.78,5.87,5.49,5.46
29-jun-2021 03:54:00,4.57,3.57,4.83,4.00,6.24,4.51,5.53,5.14,5.15
29-jun-2021 03:55:00,4.26,3.29,4.52,3.71,5.92,4.19,5.20,4.84,4.84
29-jun-2021 03:56:00,3.90,2.97,4.17,3.38,5.54,3.84,4.85,4.52,4.46
29-jun-2021 03:57:00,3.58,2.65,3.86,3.05,5.24,3.55,4.56,4.18,4.13
29-jun-2021 03:58:00,3.24,2.31,3.50,2.73,4.87,3.23,4.21,3.86,3.82
29-jun-2021 03:59:00,2.92,1.91,3.21,2.37,4.67,2.88,3.88,3.50,3.48
29-jun-2021 04:00:00,2.65,1.57,2.90,2.01,4.33,2.56,3.59,3.20,3.19
29-jun-2021 04:01:00,2.99,2.19,3.01,2.42,4.46,2.89,3.79,3.48,3.28
29-jun-2021 04:02:00,2.94,2.36,2.89,2.43,4.86,4.06,4.37,4.34,3.38
29-jun-2021 04:03:00,3.07,2.59,2.96,2.57,5.42,4.75,4.83,4.82,3.55
29-jun-2021 04:04:00,3.26,2.79,3.09,2.73,5.82,5.21,5.22,5.30,3.73
29-jun-2021 04:05:00,3.71,3.18,3.49,3.09,6.01,4.97,5.34,5.09,4.11
29-jun-2021 04:06:00,4.92,4.65,4.79,4.49,6.24,5.00,5.61,5.44,5.00
29-jun-2021 04:07:00,5.52,5.33,5.44,5.21,6.54,5.55,6.05,5.91,5.55
29-jun-2021 04:08:00,5.46,5.22,5.34,5.11,6.72,6.21,6.36,6.34,5.47
29-jun-2021 04:09:00,5.47,5.22,5.34,5.13,7.05,6.62,6.65,6.70,5.56
29-jun-2021 04:10:00,5.51,5.29,5.38,5.20,7.31,6.92,6.90,7.02,5.68
29-jun-2021 04:11:00,5.79,5.48,5.62,5.37,7.48,6.68,6.95,6.77,5.96
29-jun-2021 04:12:00,4.92,4.41,5.07,4.60,6.63,5.24,6.06,5.73,5.54
29-jun-2021 04:13:00,4.64,3.77,4.81,4.07,6.31,4.67,5.62,5.28,5.14
29-jun-2021 04:14:00,4.25,3.33,4.44,3.66,5.89,4.21,5.24,4.86,4.81
29-jun-2021 04:15:00,3.79,2.95,4.04,3.31,5.52,3.83,4.85,4.48,4.43
29-jun-2021 04:16:00,3.44,2.62,3.68,2.99,5.22,3.46,4.47,4.14,4.08
29-jun-2021 04:17:00,3.14,2.30,3.39,2.66,4.85,3.18,4.17,3.85,3.76
29-jun-2021 04:18:00,2.80,1.99,3.06,2.36,4.54,2.83,3.85,3.51,3.42
29-jun-2021 04:19:00,2.67,1.88,2.84,2.16,4.30,2.66,3.67,3.33,3.19
29-jun-2021 04:20:00,2.88,2.38,2.95,2.51,4.36,3.30,3.97,3.74,3.31
29-jun-2021 04:21:00,2.95,2.51,2.91,2.54,4.91,4.22,4.45,4.38,3.44
29-jun-2021 04:22:00,3.11,2.74,3.00,2.67,5.42,4.82,4.85,4.85,3.60
29-jun-2021 04:23:00,3.30,2.97,3.15,2.88,5.81,5.28,5.22,5.26,3.78
29-jun-2021 04:24:00,4.41,4.10,4.18,3.88,6.02,4.98,5.39,5.21,4.56
29-jun-2021 04:25:00,5.25,5.06,5.13,4.93,6.36,5.35,5.83,5.73,5.32
29-jun-2021 04:26:00,5.61,5.40,5.53,5.33,6.52,5.84,6.20,6.10,5.60
29-jun-2021 04:27:00,5.54,5.34,5.46,5.25,6.86,6.43,6.52,6.51,5.59
29-jun-2021 04:28:00,5.58,5.37,5.47,5.27,7.21,6.83,6.80,6.84,5.69
29-jun-2021 04:29:00,5.63,5.44,5.52,5.34,7.51,7.15,7.08,7.16,5.81
29-jun-2021 04:30:00,6.24,6.02,6.10,5.86,7.55,6.62,7.01,6.86,6.33
29-jun-2021 04:31:00,5.79,5.59,6.00,5.75,7.21,6.10,6.68,6.53,6.24
29-jun-2021 04:32:00,5.26,4.63,5.38,4.86,6.80,5.38,6.21,5.92,5.76
29-jun-2021 04:33:00,4.90,3.99,5.03,4.29,6.46,4.87,5.82,5.45,5.41
29-jun-2021 04:34:00,4.50,3.53,4.68,3.88,6.06,4.43,5.44,5.08,5.05
29-jun-2021 04:35:00,4.09,3.12,4.28,3.49,5.72,3.99,5.00,4.68,4.69
29-jun-2021 04:36:00,3.69,2.76,3.88,3.16,5.32,3.61,4.66,4.32,4.27
29-jun-2021 04:37:00,3.31,2.42,3.53,2.82,5.00,3.30,4.32,3.98,3.96
29-jun-2021 04:38:00,2.96,2.09,3.20,2.49,4.68,2.98,4.01,3.65,3.57
29-jun-2021 04:39:00,2.59,1.78,2.85,2.16,4.35,2.68,3.65,3.30,3.23
29-jun-2021 04:40:00,2.94,2.28,2.99,2.43,4.39,2.93,3.76,3.54,3.30
29-jun-2021 04:41:00,2.94,2.46,2.89,2.50,4.78,4.01,4.33,4.32,3.40
29-jun-2021 04:42:00,3.07,2.69,2.96,2.64,5.35,4.71,4.77,4.81,3.57
29-jun-2021 04:43:00,3.24,2.90,3.09,2.79,5.73,5.14,5.20,5.30,3.73
29-jun-2021 04:44:00,3.48,3.15,3.28,3.01,6.08,5.44,5.53,5.37,3.95
29-jun-2021 04:45:00,5.05,4.84,4.93,4.68,6.27,5.18,5.69,5.53,5.14
29-jun-2021 04:46:00,5.62,5.48,5.54,5.34,6.57,5.68,6.11,6.02,5.68
29-jun-2021 04:47:00,5.61,5.40,5.48,5.26,6.70,6.24,6.40,6.40,5.62
29-jun-2021 04:48:00,5.59,5.38,5.48,5.28,7.04,6.65,6.67,6.74,5.69
29-jun-2021 04:49:00,5.63,5.42,5.50,5.33,7.27,6.93,6.89,6.98,5.81
29-jun-2021 04:50:00,5.73,5.52,5.59,5.41,7.50,7.12,7.14,7.11,5.96
29-jun-2021 04:51:00,6.69,6.52,6.60,6.41,7.70,6.82,7.22,7.12,6.74
29-jun-2021 04:52:00,5.44,5.05,5.61,5.25,7.03,5.76,6.46,6.24,6.01
29-jun-2021 04:53:00,5.08,4.28,5.21,4.58,6.65,5.15,6.02,5.71,5.60
29-jun-2021 04:54:00,4.66,3.72,4.83,4.08,6.29,4.62,5.62,5.25,5.22
29-jun-2021 04:55:00,4.26,3.34,4.48,3.71,5.91,4.22,5.23,4.85,4.86
29-jun-2021 04:56:00,3.87,2.98,4.10,3.36,5.56,3.83,4.87,4.50,4.46
29-jun-2021 04:57:00,3.50,2.66,3.75,3.04,5.18,3.52,4.51,4.18,4.10
29-jun-2021 04:58:00,3.17,2.32,3.39,2.70,4.86,3.15,4.16,3.85,3.76
29-jun-2021 04:59:00,2.81,1.99,3.08,2.39,4.64,2.86,3.86,3.52,3.43
29-jun-2021 05:00:00,2.64,1.85,2.81,2.17,4.30,2.65,3.65,3.30,3.22
29-jun-2021 05:01:00,2.92,2.33,2.94,2.51,4.39,3.26,3.89,3.74,3.30
29-jun-2021 05:02:00,2.96,2.49,2.89,2.54,4.90,4.20,4.41,4.35,3.42
29-jun-2021 05:03:00,3.10,2.72,3.00,2.67,5.41,4.79,4.84,4.86,3.59
29-jun-2021 05:04:00,3.28,2.95,3.13,2.85,5.80,5.23,5.21,5.28,3.76
29-jun-2021 05:05:00,4.25,3.93,4.00,3.71,6.00,4.98,5.35,5.17,4.45
29-jun-2021 05:06:00,5.18,4.99,5.07,4.84,6.26,5.29,5.77,5.64,5.25
29-jun-2021 05:07:00,5.58,5.42,5.51,5.31,6.45,5.75,6.15,6.07,5.58
29-jun-2021 05:08:00,5.55,5.35,5.44,5.26,6.85,6.37,6.48,6.48,5.59
29-jun-2021 05:09:00,5.58,5.36,5.45,5.26,7.17,6.78,6.78,6.82,5.68
29-jun-2021 05:10:00,5.61,5.42,5.49,5.32,7.45,7.11,7.04,7.11,5.80
29-jun-2021 05:11:00,6.14,5.91,5.98,5.75,7.53,6.62,6.95,6.80,6.24
29-jun-2021 05:12:00,6.55,6.38,6.60,6.38,7.64,6.69,7.14,7.00,6.74
29-jun-2021 05:13:00,5.45,5.01,5.58,5.21,6.96,5.70,6.43,6.18,5.95
29-jun-2021 05:14:00,5.10,4.25,5.22,4.56,6.58,5.13,6.04,5.68,5.59
29-jun-2021 05:15:00,4.71,3.70,4.86,4.07,6.20,4.63,5.62,5.24,5.20
29-jun-2021 05:16:00,4.31,3.28,4.48,3.66,5.87,4.15,5.20,4.83,4.82
29-jun-2021 05:17:00,3.85,2.92,4.07,3.30,5.49,3.83,4.83,4.48,4.42
29-jun-2021 05:18:00,3.44,2.57,3.71,2.98,5.17,3.44,4.45,4.11,4.07
29-jun-2021 05:19:00,3.07,2.24,3.32,2.63,4.80,3.06,4.11,3.77,3.71
29-jun-2021 05:20:00,2.74,1.95,3.00,2.32,4.47,2.76,3.78,3.45,3.35
29-jun-2021 05:21:00,2.83,2.10,2.94,2.33,4.42,2.78,3.72,3.45,3.25
29-jun-2021 05:22:00,2.92,2.46,2.94,2.54,4.51,3.60,4.17,3.96,3.38
29-jun-2021 05:23:00,3.03,2.62,2.96,2.60,5.11,4.41,4.57,4.55,3.51
29-jun-2021 05:24:00,3.18,2.84,3.06,2.74,5.47,4.90,4.95,4.96,3.66
29-jun-2021 05:25:00,3.36,3.06,3.21,2.95,5.80,5.31,5.26,5.34,3.87
29-jun-2021 05:26:00,4.71,4.45,4.54,4.27,6.13,5.02,5.47,5.34,4.81
29-jun-2021 05:27:00,5.38,5.20,5.28,5.06,6.41,5.46,5.92,5.80,5.44
29-jun-2021 05:28:00,5.55,5.35,5.47,5.25,6.51,6.00,6.27,6.19,5.57
29-jun-2021 05:29:00,5.53,5.33,5.44,5.23,6.89,6.47,6.53,6.55,5.61
29-jun-2021 05:30:00,5.57,5.37,5.48,5.29,7.20,6.86,6.81,6.87,5.71
29-jun-2021 05:31:00,5.64,5.44,5.52,5.35,7.46,7.15,7.05,7.13,5.82
29-jun-2021 05:32:00,6.42,6.24,6.30,6.09,7.60,6.65,7.03,6.94,6.46
29-jun-2021 05:33:00,5.92,5.69,6.14,5.89,7.35,6.22,6.81,6.63,6.33
29-jun-2021 05:34:00,5.35,4.76,5.49,5.00,6.89,5.52,6.34,6.02,5.84
29-jun-2021 05:35:00,4.97,4.05,5.12,4.38,6.51,4.94,5.88,5.55,5.49
29-jun-2021 05:36:00,4.57,3.59,4.77,3.94,6.17,4.47,5.47,5.10,5.09
29-jun-2021 05:37:00,4.19,3.20,4.39,3.58,5.75,4.09,5.10,4.74,4.75
29-jun-2021 05:38:00,3.82,2.85,4.04,3.25,5.47,3.75,4.76,4.42,4.36
29-jun-2021 05:39:00,3.44,2.52,3.67,2.92,5.08,3.40,4.42,4.07,4.02
29-jun-2021 05:40:00,3.10,2.19,3.32,2.60,4.75,3.05,4.09,3.74,3.69
29-jun-2021 05:41:00,2.70,1.88,2.97,2.26,4.45,2.72,3.75,3.41,3.31
29-jun-2021 05:42:00,2.88,2.17,2.99,2.37,4.41,2.82,3.74,3.46,3.29
29-jun-2021 05:43:00,2.91,2.41,2.93,2.54,4.61,3.74,4.23,4.10,3.38
29-jun-2021 05:44:00,3.03,2.61,2.96,2.61,5.22,4.55,4.66,4.66,3.53
29-jun-2021 05:45:00,3.23,2.87,3.11,2.79,5.65,5.04,5.08,5.17,3.71
29-jun-2021 05:46:00,3.40,3.06,3.24,2.96,6.00,5.47,5.42,5.56,3.88
29-jun-2021 05:47:00,4.87,4.64,4.73,4.47,6.17,5.11,5.58,5.39,4.98
29-jun-2021 05:48:00,5.52,5.35,5.40,5.20,6.51,5.56,6.03,5.94,5.56
29-jun-2021 05:49:00,5.60,5.39,5.48,5.26,6.64,6.13,6.34,6.29,5.61
29-jun-2021 05:50:00,5.58,5.36,5.46,5.26,7.00,6.58,6.60,6.66,5.65
29-jun-2021 05:51:00,5.61,5.39,5.48,5.30,7.24,6.91,6.86,6.98,5.76
29-jun-2021 05:52:00,5.67,5.48,5.54,5.38,7.49,7.20,7.10,7.24,5.89
29-jun-2021 05:53:00,6.55,6.37,6.43,6.24,7.61,6.71,7.12,6.99,6.63
29-jun-2021 05:54:00,5.52,5.25,5.72,5.42,7.07,5.87,6.55,6.31,6.06
29-jun-2021 05:55:00,5.18,4.44,5.31,4.72,6.69,5.26,6.17,5.83,5.65
29-jun-2021 05:56:00,4.78,3.83,4.95,4.17,6.32,4.74,5.71,5.36,5.30
29-jun-2021 05:57:00,4.38,3.39,4.58,3.77,5.95,4.31,5.31,4.92,4.91
29-jun-2021 05:58:00,3.97,3.02,4.19,3.42,5.60,3.91,4.93,4.57,4.53
29-jun-2021 05:59:00,3.57,2.71,3.83,3.09,5.27,3.56,4.57,4.19,4.21
29-jun-2021 06:00:00,3.26,2.40,3.51,2.78,4.97,3.27,4.25,3.93,3.84
29-jun-2021 06:01:00,2.93,2.08,3.16,2.46,4.65,2.91,3.92,3.60,3.52
29-jun-2021 06:02:00,2.60,1.79,2.85,2.16,4.30,2.64,3.64,3.31,3.21
29-jun-2021 06:03:00,2.94,2.33,3.01,2.48,4.45,3.03,3.84,3.52,3.35
29-jun-2021 06:04:00,2.94,2.49,2.91,2.54,4.78,4.05,4.33,4.25,3.43
29-jun-2021 06:05:00,3.08,2.71,3.00,2.67,5.28,4.68,4.76,4.73,3.59
29-jun-2021 06:06:00,3.26,2.93,3.13,2.84,5.70,5.14,5.13,5.16,3.75
29-jun-2021 06:07:00,3.85,3.49,3.59,3.30,6.00,5.13,5.32,5.14,4.16
29-jun-2021 06:08:00,5.08,4.88,4.96,4.71,6.24,5.20,5.71,5.55,5.13
29-jun-2021 06:09:00,5.60,5.45,5.53,5.35,6.55,5.72,6.07,5.94,5.59
29-jun-2021 06:10:00,5.56,5.35,5.46,5.24,6.74,6.29,6.42,6.44,5.57
29-jun-2021 06:11:00,5.56,5.36,5.45,5.25,7.09,6.71,6.72,6.74,5.66
29-jun-2021 06:12:00,5.60,5.39,5.48,5.31,7.37,7.04,6.96,7.03,5.77
29-jun-2021 06:13:00,5.89,5.63,5.73,5.51,7.55,6.75,6.98,6.81,6.08
29-jun-2021 06:14:00,6.67,6.51,6.62,6.41,7.71,6.77,7.20,7.13,6.79
29-jun-2021 06:15:00,5.45,5.01,5.60,5.20,6.96,5.70,6.41,6.19,5.97
29-jun-2021 06:16:00,5.12,4.26,5.25,4.57,6.61,5.10,6.02,5.72,5.60
29-jun-2021 06:17:00,4.73,3.74,4.90,4.08,6.25,4.63,5.61,5.26,5.23
29-jun-2021 06:18:00,4.34,3.32,4.52,3.69,5.88,4.21,5.23,4.87,4.83
29-jun-2021 06:19:00,3.98,2.94,4.17,3.34,5.52,3.81,4.88,4.50,4.49
29-jun-2021 06:20:00,3.56,2.59,3.79,3.01,5.16,3.47,4.52,4.18,4.14
29-jun-2021 06:21:00,3.20,2.27,3.45,2.69,4.84,3.15,4.16,3.86,3.77
29-jun-2021 06:22:00,2.82,1.96,3.06,2.34,4.52,2.80,3.85,3.51,3.43
29-jun-2021 06:23:00,2.75,1.97,2.92,2.25,4.38,2.70,3.66,3.37,3.27
29-jun-2021 06:24:00,2.92,2.40,2.96,2.54,4.44,3.41,4.10,3.88,3.35
29-jun-2021 06:25:00,3.00,2.54,2.95,2.57,5.04,4.34,4.53,4.52,3.46
29-jun-2021 06:26:00,3.16,2.80,3.05,2.72,5.51,4.87,4.93,4.97,3.64
29-jun-2021 06:27:00,3.34,3.01,3.18,2.92,5.87,5.31,5.27,5.39,3.82
29-jun-2021 06:28:00,4.58,4.30,4.37,4.07,6.10,5.01,5.46,5.27,4.71
29-jun-2021 06:29:00,5.35,5.16,5.23,5.01,6.42,5.42,5.89,5.78,5.40
29-jun-2021 06:30:00,5.65,5.49,5.59,5.40,6.51,5.95,6.31,6.20,5.66
29-jun-2021 06:31:00,5.64,5.42,5.53,5.31,6.96,6.53,6.60,6.63,5.68
29-jun-2021 06:32:00,5.62,5.43,5.53,5.33,7.27,6.90,6.89,6.93,5.77
29-jun-2021 06:33:00,5.67,5.48,5.57,5.38,7.54,7.21,7.16,7.23,5.87
29-jun-2021 06:34:00,6.37,6.16,6.24,5.99,7.62,6.67,7.06,6.94,6.47
29-jun-2021 06:35:00,5.56,5.32,5.77,5.48,7.11,5.91,6.54,6.36,6.09
29-jun-2021 06:36:00,5.22,4.51,5.32,4.77,6.74,5.36,6.18,5.85,5.68
29-jun-2021 06:37:00,4.82,3.88,4.96,4.21,6.38,4.79,5.75,5.39,5.33
29-jun-2021 06:38:00,4.39,3.41,4.58,3.79,5.98,4.31,5.35,4.94,4.95
29-jun-2021 06:39:00,3.96,3.02,4.18,3.41,5.65,3.92,4.93,4.59,4.55
29-jun-2021 06:40:00,3.58,2.69,3.80,3.07,5.27,3.54,4.56,4.23,4.20
29-jun-2021 06:41:00,3.21,2.37,3.44,2.75,4.93,3.21,4.21,3.91,3.84
29-jun-2021 06:42:00,2.89,2.06,3.13,2.44,4.59,2.89,3.89,3.61,3.50
29-jun-2021 06:43:00,2.61,1.81,2.83,2.17,4.36,2.62,3.64,3.35,3.19
29-jun-2021 06:44:00,2.95,2.37,2.98,2.51,4.42,3.09,3.89,3.66,3.30
29-jun-2021 06:45:00,2.97,2.54,2.92,2.56,4.87,4.12,4.40,4.35,3.43
29-jun-2021 06:46:00,3.11,2.76,3.02,2.71,5.38,4.74,4.82,4.84,3.61
29-jun-2021 06:47:00,3.28,2.97,3.14,2.87,5.72,5.16,5.15,5.21,3.78
29-jun-2021 06:48:00,4.11,3.77,3.82,3.55,5.99,5.07,5.37,5.14,4.34
29-jun-2021 06:49:00,5.12,4.92,5.00,4.77,6.26,5.26,5.74,5.60,5.20
29-jun-2021 06:50:00,5.58,5.44,5.52,5.35,6.53,5.74,6.12,6.01,5.63
29-jun-2021 06:51:00,5.53,5.34,5.45,5.24,6.78,6.30,6.43,6.44,5.57
29-jun-2021 06:52:00,5.54,5.34,5.46,5.26,7.10,6.72,6.71,6.74,5.66
29-jun-2021 06:53:00,5.59,5.40,5.48,5.31,7.36,7.04,6.95,7.04,5.77
29-jun-2021 06:54:00,6.01,5.75,5.85,5.63,7.54,6.67,6.97,6.81,6.15
29-jun-2021 06:55:00,6.63,6.45,6.61,6.40,7.67,6.75,7.21,7.09,6.73
29-jun-2021 06:56:00,5.48,5.05,5.61,5.24,7.01,5.73,6.47,6.19,5.99
29-jun-2021 06:57:00,5.09,4.30,5.25,4.60,6.63,5.14,6.03,5.72,5.63
29-jun-2021 06:58:00,4.71,3.78,4.88,4.12,6.28,4.70,5.64,5.31,5.29
29-jun-2021 06:59:00,4.30,3.35,4.51,3.72,5.94,4.21,5.22,4.86,4.87
29-jun-2021 07:00:00,3.91,2.98,4.11,3.36,5.53,3.82,4.86,4.50,4.51
29-jun-2021 07:01:00,3.53,2.63,3.77,3.02,5.14,3.51,4.52,4.18,4.17
29-jun-2021 07:02:00,3.17,2.32,3.42,2.70,4.87,3.15,4.15,3.85,3.79
29-jun-2021 07:03:00,2.84,1.99,3.07,2.37,4.53,2.80,3.86,3.50,3.48
29-jun-2021 07:04:00,2.71,1.96,2.88,2.24,4.37,2.72,3.70,3.38,3.25
29-jun-2021 07:05:00,2.92,2.35,2.91,2.53,4.45,3.41,4.05,3.87,3.34
29-jun-2021 07:06:00,2.98,2.52,2.91,2.57,5.06,4.34,4.51,4.53,3.46
29-jun-2021 07:07:00,3.15,2.78,3.04,2.72,5.52,4.93,4.95,5.00,3.65
29-jun-2021 07:08:00,3.33,2.99,3.17,2.91,5.88,5.33,5.30,5.43,3.83
29-jun-2021 07:09:00,4.51,4.21,4.32,4.03,6.02,5.00,5.42,5.23,4.61
29-jun-2021 07:10:00,5.30,5.11,5.19,4.96,6.38,5.39,5.87,5.77,5.35
29-jun-2021 07:11:00,5.60,5.42,5.53,5.32,6.49,5.87,6.27,6.14,5.59
29-jun-2021 07:12:00,5.56,5.35,5.45,5.24,6.92,6.45,6.55,6.55,5.61
29-jun-2021 07:13:00,5.58,5.37,5.46,5.26,7.24,6.86,6.83,6.88,5.70
29-jun-2021 07:14:00,5.64,5.45,5.52,5.35,7.50,7.18,7.10,7.20,5.83
29-jun-2021 07:15:00,6.31,6.10,6.18,5.93,7.56,6.62,7.00,6.86,6.39
29-jun-2021 07:16:00,5.98,5.75,6.16,5.91,7.35,6.23,6.82,6.64,6.38
29-jun-2021 07:17:00,5.31,4.75,5.44,4.97,6.83,5.51,6.29,6.01,5.81
29-jun-2021 07:18:00,4.94,4.05,5.08,4.36,6.45,4.96,5.88,5.51,5.48
29-jun-2021 07:19:00,4.53,3.55,4.71,3.92,6.10,4.48,5.49,5.12,5.11
29-jun-2021 07:20:00,4.11,3.14,4.32,3.55,5.73,4.04,5.08,4.71,4.65
29-jun-2021 07:21:00,3.68,2.78,3.90,3.19,5.38,3.67,4.69,4.34,4.27
29-jun-2021 07:22:00,3.33,2.48,3.55,2.85,5.09,3.28,4.33,3.98,3.90
29-jun-2021 07:23:00,2.97,2.16,3.24,2.53,4.71,3.01,4.01,3.65,3.57
29-jun-2021 07:24:00,2.67,1.84,2.91,2.22,4.38,2.68,3.72,3.33,3.24
